mean_hr_post,rmssd_post,gsr_change_pct,delta_hr,mean_eeg_af7_post,participant_id,label
-0.0002301113933299348,0.1065288900046653,0.04665866476566407,0.005775523897909807,0.00031852710417297204,P005,1
-0.07164338454845165,0.04466266153449396,0.005321391219558791,-0.03422054642719559,-0.063117600833084,P005,0
-0.07006824986151514,0.03270644432973313,0.006986778784585113,-0.035548595810678305,-0.0876239322150468,P005,0
0.00789270992750062,0.10264702740023494,-0.01846386420079398,0.016641337598912287,0.002747040438589465,P005,1
-0.004033877774691064,-0.017564826845864447,-0.0273524976491899,0.009988852221931665,-0.11147206269388335,P005,0
0.039301382813710005,0.07151971177372615,-0.00640179197098405,0.03698276876093587,-0.02309143854354261,P005,1
-0.0642151654034933,-0.01296405984357989,-0.022006811826076954,-0.014469521389628426,-0.11123931388474376,P005,0
-0.013881453829935709,0.0339391607466041,0.00886197625168279,-0.03970343750202119,-0.07406401526168338,P005,0
-0.015532319840258425,-0.014209405845576839,0.028153520208752524,-0.04028001642432173,-0.04923336783231207,P005,0
-0.0711351043587456,-0.01053346980461356,0.007204267896531747,-0.001517366336656778,-0.11211549027184446,P005,0
-0.03482961597064786,0.008195252830500977,0.0008370092029053921,0.007683058175234692,-0.08372180091437258,P005,0
-0.05459560187873649,-0.020498700978441774,-0.02199605555542803,-0.033725137000328684,0.03815593929739407,P005,0
-0.003283768073606552,-0.021753550446692315,-0.02910949552733655,-0.06580834336477892,0.005099822921329178,P005,0
-0.07417202697624817,-0.029541262789189206,0.0010948022266347834,-0.03168992397049806,-0.07689122396614038,P005,0
-0.07861853859585607,-0.0006822383005783194,0.005415586147955764,-0.024374597024097965,-0.1015498838606618,P005,0
-0.056716632802363165,-0.03398814862021027,-0.012410660350178659,0.03447055818569424,0.017596435414179722,P005,0
0.0009229077732470614,0.0933515637556411,0.06007538910648691,0.015156124726172494,0.014644178688467947,P005,1
